Order_Id,Quantity,Item_Name,Item_Price,Choice_Description_1,Choice_Description_2,Choice_Description_3,Choice_Description_4,Choice_Description_5,Choice_Description_6,Choice_Description_7,Choice_Description_8,Choice_Description_9,Choice_Description_10,Item_price,Encoded_Item
1093,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1094,1,Veggie Burrito,9.84,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Lettuce,,,,9.84,45
1094,1,Veggie Salad,8.49,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Lettuce,,,,8.49,47
1095,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,10.1,18
1095,1,Izze,3.39,Blackberry,,,,,,,,,,3.39,34
1095,1,Steak Burrito,10.46,TomatilloRed Chili Salsa Hot, Rice, Fajita Veggies, Cheese,,,,,,,10.46,39
1096,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1096,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1097,1,Barbacoa Bowl,10.22,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole,,,10.22,1
1097,1,Chips,2.35,None,,,,,,,,,,2.35,23
1097,1,Chicken Soft Tacos,9.66,Roasted Chili Corn Salsa, Rice, Cheese,,,,,,,,9.66,22
1097,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1097,2,Canned Soft Drink,2.94,Diet Coke,,,,,,,,,,2.94,10
1098,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Rice, Fajita Veggies, Cheese, Guacamole,,,,,,10.46,39
1098,1,Canned Soda,1.33,Sprite,,,,,,,,,,1.33,9
1099,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,10.1,18
1099,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,10.1,18
1100,2,Chicken Bowl,20.27,Roasted Chili Corn Salsa Medium, Fresh Tomato Salsa Mild, Rice, Fajita Veggies,,,,,,,20.27,17
1101,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1101,1,Veggie Bowl,10.21,Fresh Tomato Salsa Mild, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,,10.21,44
1101,1,Canned Soda,1.33,Sprite,,,,,,,,,,1.33,9
1102,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese,,,,,,,10.1,18
1102,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1102,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans,,,,,,,10.13,17
1103,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream,,,,,,,10.1,18
1103,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1103,1,Barbacoa Soft Tacos,10.02,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream,,,,,,10.02,5
1104,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Cheese, Guacamole, Sour Cream, Fajita Vegetables, Rice,,,,,10.13,17
1104,1,Chips,2.35,None,,,,,,,,,,2.35,23
1105,1,Steak Burrito,10.46,Fresh Tomato Salsa, Pinto Beans, Cheese, Sour Cream,,,,,,,10.46,39
1105,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1106,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1106,1,Barbacoa Burrito,9.85,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Lettuce,,,,,,9.85,2
1106,1,Barbacoa Crispy Tacos,10.93,Roasted Chili Corn Salsa, Rice, Cheese, Lettuce, Guacamole,,,,,,10.93,3
1107,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Guacamole,,,,,10.73,38
1107,1,Chips,2.35,None,,,,,,,,,,2.35,23
1108,1,Carnitas Burrito,10.13,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.13,12
1108,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.1,18
1109,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce,,,,,10.1,18
1109,1,6 Pack Soft Drink,6.61,Diet Coke,,,,,,,,,,6.61,0
1110,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Lettuce,,,,,,,10.13,17
1110,1,Veggie Bowl,10.21,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.21,44
1110,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1111,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Pinto Beans, Rice, Cheese, Sour Cream, Guacamole,,,,,10.1,18
1111,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1112,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1112,1,Barbacoa Bowl,10.22,Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce,,,,,10.22,1
1112,1,Chips,2.35,None,,,,,,,,,,2.35,23
1113,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Lettuce,,,,,,9.66,22
1113,1,Veggie Bowl,10.21,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce,,,,,10.21,44
1114,1,Steak Salad Bowl,11.85,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,11.85,42
1114,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1114,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1114,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1115,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.13,17
1115,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.13,17
1115,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1116,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole,,,,,10.13,17
1116,1,Steak Crispy Tacos,10.21,Roasted Chili Corn Salsa, Sour Cream, Cheese, Lettuce, Guacamole,,,,,,10.21,40
1117,1,Chicken Bowl,10.13,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Lettuce,,,,,,10.13,17
1117,1,Canned Soda,1.33,Diet Dr Pepper,,,,,,,,,,1.33,9
1117,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1117,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1118,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,10.46,39
1118,1,Nantucket Nectar,3.64,Apple,,,,,,,,,,3.64,35
1119,1,Steak Burrito,10.46,TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.46,39
1119,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1120,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,10.1,18
1120,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,10.46,39
1121,3,Bottled Water,5.51,None,,,,,,,,,,5.51,6
1121,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Pinto Beans, Black Beans, Rice, Fajita Veggies, Lettuce,,,,,10.46,39
1122,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream, Lettuce,,,,,10.46,39
1122,1,Canned Soda,1.33,Coca Cola,,,,,,,,,,1.33,9
1123,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.13,17
1123,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1124,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1124,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa Mild, Cheese, Sour Cream,,,,,,,,9.66,22
1124,1,Canned Soda,1.33,Coca Cola,,,,,,,,,,1.33,9
1126,1,Steak Burrito,10.46,Tomatillo Green Chili Salsa, Rice, Sour Cream, Guacamole, Lettuce,,,,,,10.46,39
1126,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese,,,,,,,10.1,18
1127,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.46,39
1127,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,10.13,17
1128,1,Nantucket Nectar,3.64,Peach Orange,,,,,,,,,,3.64,35
1128,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream,,,,,10.46,39
1128,1,Steak Soft Tacos,9.75,TomatilloGreen Chili Salsa Medium, Cheese, Sour Cream,,,,,,,,9.75,43
1128,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1129,1,Steak Crispy Tacos,10.21,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.21,40
1129,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Lettuce,,,,,,10.13,17
1130,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Cheese, Sour Cream,,,,,,,,9.75,43
1130,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Cheese, Sour Cream,,,,,,,,10.46,39
1131,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Fresh Tomato Salsa Mild, Rice, Black Beans, Cheese, Lettuce,,,,,10.46,39
1131,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1131,1,Chips and TomatilloGreen Chili Salsa,2.54,None,,,,,,,,,,2.54,31
1132,1,Veggie Burrito,9.84,Roasted Chili Corn Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,9.84,45
1132,1,Canned Soda,1.33,Diet Coke,,,,,,,,,,1.33,9
1132,1,Veggie Soft Tacos,10.57,Roasted Chili Corn Salsa Medium, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,10.57,49
1133,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,10.46,39
1133,1,Nantucket Nectar,3.64,Apple,,,,,,,,,,3.64,35
1134,1,Chicken Soft Tacos,9.66,Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Lettuce, Guacamole,,,,,,9.66,22
1134,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1135,1,Steak Bowl,10.73,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Fresh Tomato Salsa Mild, TomatilloGreen Chili Salsa Medium, Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream,,10.73,38
1135,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1136,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream, Lettuce,,,,,,11.17,21
1136,2,Chips and Guacamole,9.2,None,,,,,,,,,,9.2,25
1136,1,6 Pack Soft Drink,6.61,Diet Coke,,,,,,,,,,6.61,0
1137,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,10.1,18
1137,1,Steak Crispy Tacos,10.21,Tomatillo Red Chili Salsa, Cheese, Sour Cream,,,,,,,,10.21,40
1138,1,Chicken Salad Bowl,11.17,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Guacamole, Lettuce,,,,,,11.17,21
1138,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce,,,,,10.13,17
1139,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce,,,,10.1,18
1139,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
1140,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream,,,,,10.13,17
1140,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Black Beans, Pinto Beans, Cheese, Sour Cream,,,,,,10.73,38
1140,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1140,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1141,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream,,,,,,,10.1,18
1141,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1141,1,Chips,2.35,None,,,,,,,,,,2.35,23
1142,2,Steak Crispy Tacos,20.42,TomatilloRed Chili Salsa Hot, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,,20.42,40
1142,1,Steak Burrito,10.46,TomatilloRed Chili Salsa Hot, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,,10.46,39
1143,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Lettuce,,,,,,10.13,17
1143,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
1143,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1144,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Sour Cream, Cheese, Lettuce, Guacamole,,,,,,9.75,43
1145,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Black Beans,,,,,,,,10.1,18
1145,1,Chicken Salad Bowl,11.17,Roasted Chili Corn Salsa, Black Beans, Sour Cream, Cheese, Lettuce,,,,,,11.17,21
1146,1,Carnitas Burrito,10.13,Fresh Tomato Mild, Lettuce, Black Beans, Guacamole, Rice, Sour Cream, Cheese,,,,10.13,12
1147,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,10.46,39
1147,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1148,1,Carnitas Bowl,10.83,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.83,11
1148,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1149,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Pinto Beans, Rice, Cheese, Guacamole,,,,,,10.1,18
1149,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1149,1,Izze,3.39,Blackberry,,,,,,,,,,3.39,34
1150,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Pinto Beans, Rice, Cheese, Sour Cream, Guacamole,,,,,10.73,38
1150,1,Chips,2.35,None,,,,,,,,,,2.35,23
1151,1,Steak Burrito,10.46,Fresh Tomato Salsa, Sour Cream, Rice, Guacamole, Lettuce,,,,,,10.46,39
1151,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1152,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.13,17
1152,1,Chicken Salad Bowl,11.17,Roasted Chili Corn Salsa, Cheese,,,,,,,,,11.17,21
1153,1,Carnitas Soft Tacos,9.4,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,9.4,16
1153,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.13,17
1154,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.46,39
1154,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.1,18
1154,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1155,1,Veggie Bowl,10.21,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.21,44
1155,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1156,2,Canned Soda,2.66,Coca Cola,,,,,,,,,,2.66,9
1156,2,Canned Soda,2.66,Sprite,,,,,,,,,,2.66,9
1156,1,Chips and Roasted ChiliCorn Salsa,2.39,None,,,,,,,,,,2.39,28
1156,1,Chicken Crispy Tacos,10.05,Roasted Chili Corn Salsa Medium, Cheese, Sour Cream, Lettuce,,,,,,,10.05,19
1156,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.46,39
1156,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1157,1,Veggie Burrito,9.84,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce,,,,,9.84,45
1157,1,Chicken Crispy Tacos,10.05,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce,,,,,10.05,19
1158,1,Carnitas Bowl,10.83,Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole,,,,10.83,11
1158,1,Carnitas Bowl,10.83,Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans, Lettuce, Guacamole,,,,,10.83,11
1159,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
1159,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1159,1,Chips,2.35,None,,,,,,,,,,2.35,23
1160,1,Chicken Bowl,10.13,Fresh Tomato Mild, Rice, Sour Cream, Cheese,,,,,,,10.13,17
1160,1,Chicken Bowl,10.13,Fresh Tomato Mild, Guacamole, Rice,,,,,,,,10.13,17
1161,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1161,1,Steak Bowl,10.73,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese,,,,,,,10.73,38
1162,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1162,1,Steak Bowl,10.73,Roasted Chili Corn Salsa Medium, Rice, Black Beans, Pinto Beans, Fajita Veggies, Lettuce,,,,,10.73,38
1163,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Black Beans, Cheese, Guacamole, Lettuce,,,,,,10.1,18
1163,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1164,1,Carnitas Bowl,10.83,Roasted Chili Corn Salsa Medium, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.83,11
1164,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1165,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1165,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Guacamole,,,,,10.73,38
1165,1,Chips,2.35,None,,,,,,,,,,2.35,23
1166,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.13,17
1166,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Cheese, Sour Cream, Lettuce,,,,,,,9.66,22
1166,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1167,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese,,,,,,,10.1,18
1167,1,Barbacoa Burrito,9.85,Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce,,,,,,,9.85,2
1167,3,Chips,7.05,None,,,,,,,,,,7.05,23
1167,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce,,,,,,10.13,17
1168,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,11.17,21
1168,1,Veggie Bowl,10.21,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.21,44
1169,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.13,17
1169,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.73,38
1170,2,Chicken Bowl,20.27,TomatilloGreen Chili Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,,,20.27,17
1170,1,Steak Burrito,10.46,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Cheese,,,,,,10.46,39
1170,3,Side of Chips,5.52,None,,,,,,,,,,5.52,37
1170,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, TomatilloGreen Chili Salsa Medium, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,10.13,17
1171,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce,,,,,10.46,39
1171,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Sour Cream, Cheese, Guacamole,,,,,,10.1,18
1171,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1172,1,Nantucket Nectar,3.64,Peach Orange,,,,,,,,,,3.64,35
1172,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,10.1,18
1173,1,Carnitas Burrito,10.13,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.13,12
1173,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,10.13,17
1174,2,Chicken Burrito,20.2,Fresh Tomato Salsa, Cheese, Rice, Black Beans, Lettuce,,,,,,20.2,18
1175,2,Steak Burrito,20.92,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,20.92,39
1176,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Lettuce,,,,,10.13,17
1176,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.13,17
1176,1,Steak Salad Bowl,11.85,Fresh Tomato Salsa, Black Beans, Cheese, Guacamole, Lettuce,,,,,,11.85,42
1176,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Guacamole,,,,,,,10.13,17
1177,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese,,,,,,,10.13,17
1177,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1177,1,Canned Soda,1.33,Sprite,,,,,,,,,,1.33,9
1178,1,Barbacoa Burrito,9.85,TomatilloGreen Chili Salsa Medium, Rice, Cheese, Sour Cream, Lettuce,,,,,,9.85,2
1178,1,Steak Crispy Tacos,10.21,TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.21,40
1179,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Black Beans, Cheese,,,,,,,10.46,39
1179,1,Chicken Crispy Tacos,10.05,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.05,19
1180,1,Barbacoa Burrito,9.85,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Lettuce,,,,,,9.85,2
1180,1,Chips and Roasted Chili Corn Salsa,3.08,None,,,,,,,,,,3.08,27
1181,1,Chicken Salad,9.01,Fresh Tomato Salsa Mild, Black Beans,,,,,,,,,9.01,20
1181,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1182,1,Steak Bowl,10.73,TomatilloGreen Chili Salsa Medium, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,10.73,38
1182,3,Chips and TomatilloRed Chili Salsa,9.16,None,,,,,,,,,,9.16,32
1182,1,Steak Bowl,10.73,TomatilloRed Chili Salsa Hot, Rice, Black Beans, Cheese,,,,,,,10.73,38
1183,2,Chicken Burrito,20.2,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,20.2,18
1185,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Sour Cream, Guacamole, Lettuce,,,,,10.1,18
1185,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1186,1,Carnitas Bowl,10.83,Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Lettuce,,,,,10.83,11
1186,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1187,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.13,17
1187,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1188,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Sour Cream, Fajita Vegetables, Rice, Guacamole, Cheese,,,,,10.13,17
1188,1,Chips,2.35,None,,,,,,,,,,2.35,23
1188,1,Barbacoa Burrito,9.85,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole,,,,9.85,2
1189,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Guacamole,,,,,,,10.13,17
1189,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Guacamole,,,,,,,,11.17,21
1189,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream,,,,,11.17,21
1190,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream,,,,,,,10.1,18
1190,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1190,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1191,1,Steak Burrito,10.46,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole,,,,,10.46,39
1191,1,Steak Burrito,10.46,Fresh Tomato Salsa, Pinto Beans, Cheese, Sour Cream, Guacamole,,,,,,10.46,39
1191,2,Canned Soft Drink,2.94,Sprite,,,,,,,,,,2.94,10
